className,subclassShortName,source,level,name,description
Sorcerer,Aberrant Mind,TCE,1,Telepathic Speech,"{@i 1st-level Aberrant Mind feature}
-------------
You can form a telepathic connection between your mind and the mind of another. As a bonus action, choose one creature you can see within 30 feet of you. You and the chosen creature can speak telepathically with each other while the two of you are within a number of miles of each other equal to your Charisma modifier (minimum of 1 mile). To understand each other, you each must speak mentally in a language the other knows.
-------------
The telepathic connection lasts for a number of minutes equal to your sorcerer level. It ends early if you are {@condition incapacitated} or die or if you use this ability to form a connection with a different creature.
-------------
 "
Sorcerer,Aberrant Mind,TCE,6,Psionic Sorcery,"{@i 6th-level Aberrant Mind feature}
-------------
When you cast any spell of 1st level or higher from your Psionic Spells feature, you can cast it by expending a spell slot as normal or by spending a number of sorcery points equal to the spell's level.
-------------
If you cast the spell using sorcery points, it requires no verbal or somatic components, and it requires no material components, unless they are consumed by the spell.
-------------
 "
Sorcerer,Aberrant Mind,TCE,6,Psychic Defenses,"{@i 6th-level Aberrant Mind feature}
-------------
You gain resistance to psychic damage, and you have advantage on saving throws against being {@condition charmed} or {@condition frightened}.
-------------
 "
Sorcerer,Aberrant Mind,TCE,14,Revelation in Flesh,"{@i 14th-level Aberrant Mind feature}
-------------
You can unleash the aberrant truth hidden within yourself. As a bonus action, you can spend 1 or more sorcery points to magically transform your body for 10 minutes. For each sorcery point you spend, you can gain one of the following benefits of your choice, the effects of which last until the transformation ends:
-------------
 "
Sorcerer,Aberrant Mind,TCE,14,Revelation in Flesh,"You can see any {@condition invisible} creature within 60 feet of you, provided it isn't behind total cover. Your eyes also turn black or become writhing sensory tendrils.
-------------
You gain a flying speed equal to your walking speed, and you can hover. As you fly, your skin glistens with mucus or shines with an otherworldly light.
-------------
You gain a swimming speed equal to twice your walking speed, and you can breathe underwater. Moreover, gills grow from your neck or fan out from behind your ears, your fingers become webbed, or you grow writhing cilia that extend through your clothing.
-------------
Your body, along with any equipment you are wearing or carrying, becomes slimy and pliable. You can move through any space as narrow as 1 inch without squeezing, and you can spend 5 feet of movement to escape from nonmagical restraints or being {@condition grappled}.
-------------
 "
Sorcerer,Aberrant Mind,TCE,18,Warping Implosion,"{@i 18th-level Aberrant Mind feature}
-------------
You can unleash your aberrant power as a space-warping anomaly. As an action, you can teleport to an unoccupied space you can see within 120 feet of you. Immediately after you disappear, each creature within 30 feet of the space you left must make a Strength saving throw against your spell save DC. On a failed save, a creature takes {@damage 3d10} force damage and is pulled straight toward the space you left, ending in an unoccupied space as close to your former space as possible. On a successful save, the creature takes half as much damage and isn't pulled.
-------------
Once you use this feature, you can't do so again until you finish a long rest, unless you spend 5 sorcery points to use it again.
-------------
 "
Sorcerer,Clockwork Soul,TCE,1,Clockwork Soul,"The cosmic force of order has suffused you with magic. That power arises from Mechanus or a realm like it-a plane of existence shaped entirely by clockwork efficiency. You, or someone from your lineage, might have become entangled in the machinations of the modrons, the orderly beings who inhabit Mechanus. Perhaps your ancestor even took part in the Great Modron March. Whatever its origin within you, the power of order can seem strange to others, but for you, it is part of a vast and glorious system.
-------------
 "
Sorcerer,Clockwork Soul,TCE,1,Clockwork Spells,"[['Sorcerer Level', 'Spells'], ['1st', '{@spell alarm}, {@spell protection from evil and good}'], ['3rd', '{@spell aid}, {@spell lesser restoration}'], ['5th', '{@spell dispel magic}, {@spell protection from energy}'], ['7th', '{@spell freedom of movement}, {@spell summon construct}'], ['9th', '{@spell greater restoration}, {@spell wall of force}']] "
Sorcerer,Clockwork Soul,TCE,1,Clockwork Magic,"{@i 1st-level Clockwork Soul feature}
-------------
You learn additional spells when you reach certain levels in this class, as shown on the Clockwork Spells table. Each of these spells counts as a sorcerer spell for you, but it doesn't count against the number of sorcerer spells you know.
-------------
Whenever you gain a sorcerer level, you can replace one spell you gained from this feature with another spell of the same level. The new spell must be an {@filter abjuration or a transmutation spell from the sorcerer, warlock, or wizard spell list}.
-------------
In addition, consult the Manifestations of Order table and choose or randomly determine a way your connection to order manifests while you are casting any of your sorcerer spells.
-------------
 "
Sorcerer,Clockwork Soul,TCE,1,Manifestations of Order,"[['d6', 'Manifestation'], ['1', 'Spectral cogwheels hover behind you.'], ['2', 'The hands of a clock spin in your eyes.'], ['3', 'Your skin glows with a brassy sheen.'], ['4', 'Floating equations and geometric objects overlay your body.'], ['5', 'Your spellcasting focus temporarily takes the form of a Tiny clockwork mechanism.'], ['6', 'The ticking of gears or ringing of a clock can be heard by you and those affected by your magic.']] "
Sorcerer,Clockwork Soul,TCE,1,Restore Balance,"{@i 1st-level Clockwork Soul feature}
-------------
Your connection to the plane of absolute order allows you to equalize chaotic moments. When a creature you can see within 60 feet of you is about to roll a {@dice d20} with advantage or disadvantage, you can use your reaction to prevent the roll from being affected by advantage and disadvantage.
-------------
You can use this feature a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
-------------
 "
Sorcerer,Clockwork Soul,TCE,6,Bastion of Law,"{@i 6th-level Clockwork Soul feature}
-------------
You can tap into the grand equation of existence to imbue a creature with a shimmering shield of order. As an action, you can expend 1 to 5 sorcery points to create a magical ward around yourself or another creature you can see within 30 feet of you. The ward lasts until you finish a long rest or until you use this feature again.
-------------
The ward is represented by a number of {@dice d8}s equal to the number of sorcery points spent to create it. When the warded creature takes damage, it can expend a number of those dice, roll them, and reduce the damage taken by the total rolled on those dice.
-------------
 "
Sorcerer,Clockwork Soul,TCE,14,Trance of Order,"{@i 14th-level Clockwork Soul feature}
-------------
You gain the ability to align your consciousness to the endless calculations of Mechanus. As a bonus action, you can enter this state for 1 minute. For the duration, attack rolls against you can't benefit from advantage, and whenever you make an attack roll, an ability check, or a saving throw, you can treat a roll of 9 or lower on the {@dice d20} as a 10.
-------------
Once you use this bonus action, you can't use it again until you finish a long rest, unless you spend 5 sorcery points to use it again.
-------------
 "
